Date,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"2024-05-21","Yusei Kikuchi","TOR",1,5,0,1,0,0,0,0,0,1,0,0,1,0.25,0.4,0.25,0.3150378346443176,20633
"2024-05-22","Jake Irvin","WSN",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21504
"2024-05-22","Brayan Bello","BOS",1,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.17268210649490356,23920
"2024-05-22","Jose Quintana","NYM",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11423
"2024-05-22","Ryan Pepiot","TBR",1,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.17268210649490356,26221
"2024-05-22","Blake Snell","SFG",1,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22111518681049347,13543
"2024-05-23","Joey Estes","OAK",1,6,18,3,3,0,2,2,0,0,0,0,1,0.5,0.5,1,0.6297132968902588,26257
"2024-05-24","Zac Gallen","ARI",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19291
"2024-05-24","Carlos Rodon","NYY",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16137
"2024-05-25","Miles Mikolas","STL",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23024280865987143,9803
"2024-05-25","Mitch Keller","PIT",1,4,0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.3148566484451294,17594
"2024-05-25","Chris Paddack","MIN",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20099
"2024-05-25","Jameson Taillon","CHC",1,4,0,1,0,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.22111518681049347,11674
"2024-05-25","Brady Singer","KCR",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25377
"2024-05-25","Logan Gilbert","SEA",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22250
"2024-05-26","Ronel Blanco","HOU",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19407
"2024-05-26","Yusei Kikuchi","TOR",1,5,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.35378429889678953,20633
"2024-05-26","Ben Lively","CLE",1,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.17268210649490356,14932
"2024-05-26","Chris Sale","ATL",1,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.17268210649490356,10603
"2024-05-27","Trevor Rogers","MIA",1,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.29482024908065796,22286
"2024-05-27","Nick Lodolo","CIN",1,4,9,1,0,0,1,1,1,0,0,0,1,0.25,0.25,1,0.5149495005607605,26378
"2024-05-27","Blake Snell","SFG",1,4,0,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.5,0.3148566484451294,13543
"2024-05-28","Jose Quintana","NYM",1,5,9,2,1,0,1,1,1,0,0,0,0,0.4,0.4,1.2,0.6638449192047119,11423
"2024-05-28","Jake Irvin","WSN",1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21504
"2024-05-28","Brayan Bello","BOS",1,8,27,3,1,0,3,3,0,1,0,1,1,0.5,0.625,0.666666666,0.5551315099000931,23920
"2024-05-29","Joey Estes","OAK",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26257
"2024-05-29","Ryan Pepiot","TBR",1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.22111518681049347,26221
"2024-05-30","Logan Gilbert","SEA",1,4,0,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.5,0.3148566484451294,22250
"2024-05-30","Jameson Taillon","CHC",1,3,0,0,0,0,0,0,0,1,0,0,1,0,0.333333333,0,0.23024280865987143,11674
"2024-05-30","Zac Gallen","ARI",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.8844607472419739,19291
"2024-05-30","Colin Rea","MIL",1,4,9,1,0,0,1,1,1,0,0,0,1,0.25,0.25,1,0.5149495005607605,12317
"2024-05-30","Chris Paddack","MIN",1,5,18,1,0,0,2,2,1,1,0,0,2,0.25,0.4,1,0.5501052856445312,20099
"2024-05-30","Carlos Rodon","NYY",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16137
"2024-05-31","Miles Mikolas","STL",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9803
"2024-05-31","Ronel Blanco","HOU",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19407
"2024-06-01","Ben Lively","CLE",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14932
"2024-06-01","Mitch Keller","PIT",1,5,0,1,0,1,0,0,0,1,0,0,2,0.25,0.4,0.75,0.45752487182617185,17594
"2024-06-01","Randy Vasquez","SDP",1,5,18,2,0,0,2,2,1,0,0,0,0,0.4,0.4,1,0.5888517498970032,24719
"2024-06-01","Yusei Kikuchi","TOR",1,6,27,2,1,0,3,3,1,1,0,0,2,0.5,0.5,1.5,0.6683255036671957,20633
"2024-06-01","Chris Sale","ATL",1,6,18,3,1,0,2,2,0,0,0,0,1,0.5,0.5,0.666666666,0.5047246813774109,10603
"2024-06-02","Trevor Rogers","MIA",1,6,27,4,0,0,3,3,0,0,0,0,0,0.666666666,0.666666666,0.666666666,0.5896404981613159,22286
"2024-06-02","Brayan Bello","BOS",1,5,0,1,0,0,0,0,0,1,0,0,0,0.25,0.4,0.25,0.3150378346443176,23920
"2024-06-02","Jake Irvin","WSN",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21504
"2024-06-02","Nick Lodolo","CIN",1,5,0,1,0,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.32128726243972777,26378
"2024-06-02","Jose Quintana","NYM",1,5,18,2,0,0,2,2,2,0,0,0,0,0.4,0.4,1.6,0.8239192008972168,11423
"2024-06-02","Blake Snell","SFG",1,5,9,2,0,0,1,1,1,0,0,0,2,0.4,0.4,1,0.5888517498970032,13543
"2024-06-04","Ryan Pepiot","TBR",1,8,27,5,0,1,3,3,1,0,0,0,3,0.625,0.625,1.25,0.7887595221400261,26221
"2024-06-05","Chris Paddack","MIN",1,8,36,5,2,0,4,4,0,0,0,0,1,0.625,0.625,0.875,0.6465294286608696,20099
"2024-06-05","Ronel Blanco","HOU",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19407
"2024-06-05","Joey Estes","OAK",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26257
"2024-06-05","Jameson Taillon","CHC",1,4,9,2,0,0,1,1,1,0,0,0,1,0.5,0.5,1.25,0.736064687371254,11674
"2024-06-05","Carlos Rodon","NYY",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16137
"2024-06-05","Miles Mikolas","STL",1,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22111518681049347,9803
"2024-06-05","Logan Gilbert","SEA",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22250
"2024-06-06","Brady Singer","KCR",1,6,0,1,0,0,1,0,0,1,0,0,0,0.2,0.333333333,0.2,0.2625315288702647,25377
"2024-06-06","Randy Vasquez","SDP",1,6,9,2,1,0,1,1,0,0,0,1,1,0.4,0.5,0.6,0.47764381766319275,24719
"2024-06-06","Yusei Kikuchi","TOR",1,5,0,2,1,0,0,0,0,0,0,0,2,0.4,0.4,0.6,0.4287774682044983,20633
"2024-06-07","Mitch Keller","PIT",1,5,0,1,1,0,0,0,0,1,0,0,2,0.25,0.4,0.5,0.3900310039520264,17594
"2024-06-07","Nick Lodolo","CIN",1,5,0,1,0,0,0,0,0,1,0,0,3,0.25,0.4,0.25,0.3150378346443176,26378
"2024-06-07","Chris Sale","ATL",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10603
"2024-06-07","Jake Irvin","WSN",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21504
"2024-06-08","Ben Lively","CLE",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14932
"2024-06-08","Brayan Bello","BOS",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23920
"2024-06-09","Jose Quintana","NYM",1,5,9,1,0,0,1,1,0,2,0,0,0,0.333333333,0.6,0.333333333,0.45318351984024047,11423
"2024-06-09","Trevor Rogers","MIA",1,4,0,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.18049389123916626,22286
"2024-06-10","Colin Rea","MIL",1,4,0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.3148566484451294,12317
"2024-06-10","Ryan Pepiot","TBR",1,5,9,3,0,0,1,1,1,0,0,0,0,0.6,0.6,1.2,0.765743899345398,26221
"2024-06-10","Joey Estes","OAK",1,4,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0.17268210649490356,26257
"2024-06-10","Carlos Rodon","NYY",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16137
"2024-06-10","Chris Paddack","MIN",1,4,0,2,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.44223037362098694,20099
"2024-06-10","Logan Gilbert","SEA",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22250
"2024-06-11","Brady Singer","KCR",1,6,18,2,0,1,2,2,0,1,0,0,0,0.4,0.5,0.8,0.5286808510621389,25377
"2024-06-11","Miles Mikolas","STL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9803
"2024-06-11","Randy Vasquez","SDP",1,4,9,2,0,0,1,1,1,0,0,0,1,0.5,0.5,1.25,0.736064687371254,24719
"2024-06-11","Yusei Kikuchi","TOR",1,6,0,1,0,0,0,0,0,2,0,0,1,0.25,0.5,0.25,0.3776529332002004,20633
"2024-06-11","Jameson Taillon","CHC",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11674
"2024-06-11","Ronel Blanco","HOU",1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.22111518681049347,19407
"2024-06-12","Jake Irvin","WSN",1,6,9,3,0,0,1,1,1,0,0,0,1,0.5,0.5,1,0.6381199161211649,21504
"2024-06-12","Nick Lodolo","CIN",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26378
"2024-06-13","Mitch Keller","PIT",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17594
"2024-06-14","Brayan Bello","BOS",1,7,18,3,1,0,2,2,1,1,0,0,2,0.5,0.571428571,1.166666666,0.6992019670350211,23920
"2024-06-14","Chris Sale","ATL",1,6,9,2,1,0,1,1,0,0,0,1,2,0.4,0.5,0.6,0.47764381766319275,10603
"2024-06-15","Trevor Rogers","MIA",1,5,9,3,1,0,1,1,0,0,0,0,0,0.75,0.6,1,0.6056696176528931,22286
"2024-06-15","Carlos Rodon","NYY",1,8,27,4,3,0,3,3,0,1,0,0,1,0.571428571,0.625,1,0.6691836193203926,16137
"2024-06-15","Jose Quintana","NYM",1,4,0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.3148566484451294,11423
"2024-06-15","Ryan Pepiot","TBR",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26221
"2024-06-16","Miles Mikolas","STL",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9803
"2024-06-16","Colin Rea","MIL",1,4,9,1,0,1,1,1,0,0,0,0,0,0.333333333,0.25,1,0.3992239832878113,12317
"2024-06-16","Logan Gilbert","SEA",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22250
"2024-06-16","Chris Paddack","MIN",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20099
"2024-06-16","Jameson Taillon","CHC",1,5,0,2,0,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.35378429889678953,11674
"2024-06-16","Ronel Blanco","HOU",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19407
"2024-06-16","Joey Estes","OAK",1,8,18,3,1,0,2,2,1,1,0,1,1,0.5,0.625,1.166666666,0.7020486667752266,26257
"2024-06-16","Ben Lively","CLE",1,6,0,2,0,0,0,0,0,1,0,0,1,0.4,0.5,0.4,0.4099416534105937,14932
"2024-06-16","Brady Singer","KCR",1,4,0,1,0,0,0,0,0,1,0,0,0,0.333333333,0.5,0.333333333,0.39379729330539703,25377
"2024-06-17","Yusei Kikuchi","TOR",1,5,18,2,0,0,2,2,2,0,0,0,2,0.4,0.4,1.6,0.8239192008972168,20633
"2024-06-17","Randy Vasquez","SDP",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0,0.23024280865987143,24719
"2024-06-18","Nick Lodolo","CIN",1,4,0,1,0,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.22111518681049347,26378
"2024-06-18","Jake Irvin","WSN",1,6,18,2,0,0,2,2,1,1,0,0,2,0.4,0.5,1,0.6058311959107717,21504
"2024-06-19","Mitch Keller","PIT",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17594
"2024-06-19","Brayan Bello","BOS",1,5,0,1,0,0,0,0,0,0,0,1,2,0.25,0.4,0.25,0.32128726243972777,23920
"2024-06-21","Chris Sale","ATL",1,3,0,0,0,0,0,0,0,1,0,0,2,0,0.333333333,0,0.23024280865987143,10603
"2024-06-21","Chris Paddack","MIN",1,6,9,3,0,0,1,1,0,0,0,0,1,0.5,0.5,0.5,0.44223037362098694,20099
"2024-06-21","Jose Quintana","NYM",1,5,0,1,0,0,1,0,0,1,0,0,1,0.25,0.4,0.25,0.3150378346443176,11423
"2024-06-21","Brady Singer","KCR",1,4,0,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.18049389123916626,25377
"2024-06-21","Carlos Rodon","NYY",1,6,27,3,0,0,3,3,2,0,0,0,1,0.5,0.5,1.5,0.834009458621343,16137
"2024-06-21","Joey Estes","OAK",1,4,9,1,1,0,1,1,0,0,0,0,1,0.25,0.25,0.5,0.3148566484451294,26257
"2024-06-21","Ryan Pepiot","TBR",1,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22111518681049347,26221
"2024-06-21","Colin Rea","MIL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12317
"2024-06-21","Trevor Rogers","MIA",1,5,9,2,0,0,1,1,0,0,0,0,2,0.5,0.4,0.5,0.35378429889678953,22286
"2024-06-22","Ben Lively","CLE",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14932
"2024-06-22","Jameson Taillon","CHC",1,4,0,1,0,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.22111518681049347,11674
"2024-06-22","Logan Gilbert","SEA",1,3,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0.29482024908065796,22250
"2024-06-22","Ronel Blanco","HOU",1,4,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0,0.34536421298980713,19407
"2024-06-22","Miles Mikolas","STL",1,7,27,4,0,0,3,3,0,0,0,0,1,0.571428571,0.571428571,0.571428571,0.5054061412811279,9803
"2024-06-22","Randy Vasquez","SDP",1,4,0,0,0,0,0,0,0,2,0,0,1,0,0.5,0,0.34536421298980713,24719
"2024-06-23","Max Scherzer","TEX",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3137
"2024-06-23","Nick Lodolo","CIN",1,5,0,1,0,0,0,0,0,1,0,0,0,0.25,0.4,0.25,0.3150378346443176,26378
"2024-06-23","Jake Irvin","WSN",1,5,0,1,0,0,0,0,0,1,0,0,1,0.25,0.4,0.25,0.3150378346443176,21504
"2024-06-23","Yusei Kikuchi","TOR",1,6,9,3,0,0,1,1,0,0,0,0,2,0.5,0.5,0.5,0.44223037362098694,20633
"2024-06-25","Brayan Bello","BOS",1,3,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0,0.24065852165222168,23920
"2024-06-25","Mitch Keller","PIT",1,4,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0.17268210649490356,17594
"2024-06-26","Brady Singer","KCR",1,5,0,2,0,0,0,0,0,1,0,0,1,0.5,0.6,0.5,0.4919299840927124,25377
"2024-06-26","Joey Estes","OAK",1,6,0,2,1,0,0,0,0,1,1,0,1,0.4,0.5,0.6,0.4287774682044983,26257
"2024-06-26","Ryan Pepiot","TBR",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26221
"2024-06-27","Trevor Rogers","MIA",1,5,9,1,1,0,1,1,0,1,0,0,0,0.25,0.4,0.5,0.3900310039520264,22286
"2024-06-27","Ben Lively","CLE",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14932
"2024-06-27","Carlos Rodon","NYY",1,10,45,6,2,0,5,5,1,0,0,1,2,0.666666666,0.7,1.222222222,0.7954008996486663,16137
"2024-06-27","Chris Sale","ATL",1,4,9,1,0,0,1,1,1,0,0,0,2,0.25,0.25,1,0.5149495005607605,10603
"2024-06-27","Miles Mikolas","STL",1,6,9,2,0,1,1,1,0,1,0,0,0,0.4,0.5,0.8,0.5286808510621389,9803
"2024-06-28","Randy Vasquez","SDP",1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.22111518681049347,24719
"2024-06-28","Yusei Kikuchi","TOR",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20633
"2024-06-28","Jose Quintana","NYM",1,7,9,2,0,0,1,1,1,2,0,0,2,0.4,0.571428571,1,0.617959371634892,11423
"2024-06-28","Logan Gilbert","SEA",1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.22111518681049347,22250
"2024-06-28","Jameson Taillon","CHC",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11674
"2024-06-28","Max Scherzer","TEX",1,4,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0.17268210649490356,3137
"2024-06-28","Ronel Blanco","HOU",1,6,9,1,0,0,1,1,0,2,0,0,1,0.333333333,0.5,0.333333333,0.3776529332002004,19407
"2024-06-28","Colin Rea","MIL",1,4,0,0,0,0,0,0,0,1,0,1,1,0,0.5,0,0.3531759977340698,12317
"2024-06-29","Jake Irvin","WSN",1,4,9,1,0,0,1,1,1,0,0,0,0,0.25,0.25,1,0.5149495005607605,21504
"2024-06-29","Zac Gallen","ARI",1,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22111518681049347,19291
"2024-07-02","Brady Singer","KCR",1,4,0,1,0,0,0,0,0,1,0,0,1,0.333333333,0.5,0.333333333,0.39379729330539703,25377
"2024-07-02","Mitch Keller","PIT",1,4,0,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.18049389123916626,17594
"2024-07-03","Chris Sale","ATL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10603
"2024-07-03","Logan Gilbert","SEA",1,4,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0.17268210649490356,22250
"2024-07-03","Ronel Blanco","HOU",1,5,9,1,0,0,1,1,0,1,0,0,1,0.333333333,0.4,0.333333333,0.3150378346443176,19407
"2024-07-03","Joey Estes","OAK",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26257
"2024-07-03","Brayan Bello","BOS",1,6,9,3,0,0,1,1,0,0,0,0,1,0.5,0.5,0.5,0.44223037362098694,23920
"2024-07-03","Ryan Pepiot","TBR",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26221
"2024-07-03","Miles Mikolas","STL",1,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22111518681049347,9803
"2024-07-03","Yusei Kikuchi","TOR",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20633
"2024-07-03","Dean Kremer","BAL",1,4,0,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0.17268210649490356,19350
"2024-07-03","Carlos Rodon","NYY",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16137
"2024-07-03","Colin Rea","MIL",1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.22111518681049347,12317
"2024-07-03","Trevor Rogers","MIA",1,4,0,0,0,0,0,0,0,1,0,0,2,0,0.25,0,0.17268210649490356,22286
"2024-07-04","Jameson Taillon","CHC",1,5,9,2,0,0,1,1,0,0,0,0,2,0.4,0.4,0.4,0.35378429889678953,11674
"2024-07-04","Ben Lively","CLE",1,4,0,0,0,0,0,0,0,1,0,0,2,0,0.25,0,0.17268210649490356,14932
"2024-07-04","Jose Quintana","NYM",1,4,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0.17268210649490356,11423
"2024-07-04","Max Scherzer","TEX",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3137
"2024-07-04","Jared Shuster","CHW",1,6,9,3,0,0,1,1,0,0,0,0,0,0.5,0.5,0.5,0.44223037362098694,27472
"2024-07-04","Jake Irvin","WSN",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21504
"2024-07-04","Zac Gallen","ARI",1,5,0,1,0,0,0,0,0,1,0,0,1,0.25,0.4,0.25,0.3150378346443176,19291
"2024-07-05","Randy Vasquez","SDP",1,6,18,3,2,0,2,2,1,0,0,0,1,0.5,0.5,1.333333333,0.7631085316340128,24719
"2024-07-07","Brady Singer","KCR",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25377
"2024-07-08","Chris Paddack","MIN",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20099
"2024-07-08","Mitch Keller","PIT",1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17594
"2024-07-08","Miles Mikolas","STL",1,5,0,2,0,0,0,0,0,0,0,0,1,0.4,0.4,0.4,0.35378429889678953,9803
"2024-07-09","Zac Gallen","ARI",1,4,0,1,0,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.22111518681049347,19291
"2024-07-09","Ryan Pepiot","TBR",1,6,9,2,0,0,1,1,0,1,0,0,1,0.4,0.5,0.4,0.4099416534105937,26221
"2024-07-09","Jake Irvin","WSN",1,5,0,1,0,0,0,0,0,1,0,0,1,0.25,0.4,0.25,0.3150378346443176,21504
"2024-07-09","Logan Gilbert","SEA",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22250
"2024-07-09","Ben Lively","CLE",1,4,0,0,0,0,0,0,0,1,0,0,2,0,0.25,0,0.17268210649490356,14932
"2024-07-09","Nick Lodolo","CIN",1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,26378
"2024-07-09","Colin Rea","MIL",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12317
"2024-07-09","Blake Snell","SFG",1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13543
"2024-07-09","Jameson Taillon","CHC",1,4,0,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.22111518681049347,11674
"2024-07-09","Brayan Bello","BOS",1,6,18,3,1,0,2,2,0,0,0,0,3,0.5,0.5,0.666666666,0.5047246813774109,23920
"2024-07-09","Ronel Blanco","HOU",1,5,9,2,0,0,1,1,1,0,0,0,1,0.4,0.4,1,0.5888517498970032,19407
"2024-07-09","Chris Sale","ATL",1,6,0,1,0,0,0,0,0,2,0,0,1,0.25,0.5,0.25,0.3776529332002004,10603
"2024-07-09","Carlos Rodon","NYY",1,7,36,4,1,0,4,4,1,1,0,0,0,0.666666666,0.714285714,1.333333333,0.8255535023553031,16137
"2024-07-09","Jose Quintana","NYM",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11423
"2024-07-09","Max Scherzer","TEX",1,4,0,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.5,0.3148566484451294,3137
"2024-07-09","Yusei Kikuchi","TOR",1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20633
"2024-07-09","Dean Kremer","BAL",1,4,9,1,0,0,1,1,1,0,0,0,1,0.25,0.25,1,0.5149495005607605,19350
"2024-07-09","Joey Estes","OAK",1,7,27,4,2,0,3,3,0,0,0,0,1,0.571428571,0.571428571,0.857142857,0.6125392402921405,26257
"2024-07-09","Trevor Rogers","MIA",1,4,0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.3148566484451294,22286